Sample Unnamed: 0_level_1	Sequenced_Read-pair Unnamed: 1_level_1	Mapped_Read-pair Count	Mapped_Read-pair Percentage	Nonclonal_Read-pair Count	Nonclonal_Read-pair Percentage	cis<1kb Count	cis<1kb Percentage	cis>1kb Count	cis>1kb Percentage	trans Count	trans Percentage	mCCC/CCC Unnamed: 12_level_1	mCG/CG Unnamed: 13_level_1	mCH/CH Unnamed: 14_level_1	Estimated mCG/CG Unnamed: 15_level_1	id	batch	cell_type
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H11_AD010	324792	270029	0.8314	254657	0.9431	154227	0.6056	57538	0.2259	42892	0.1684	0.0065	0.775	0.01895	0.77353	190315_21yr_6_H11_AD010	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H11_AD012	371268	312415	0.8415	294867	0.9438	186747	0.6333	67685	0.2295	40435	0.1371	0.00527	0.76131	0.00838	0.76005	190315_21yr_6_H11_AD012	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD001	1318452	1098171	0.8329	880203	0.8015	566968	0.6441	186886	0.2123	126349	0.1435	0.00709	0.72065	0.00852	0.71866	190315_21yr_6_H12_AD001	190315_21yr	MG
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD002	1814156	1519083	0.8373	1211780	0.7977	764079	0.6305	276210	0.2279	171491	0.1415	0.00625	0.77439	0.01965	0.77297	190315_21yr_6_H12_AD002	190315_21yr	Endo
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD004	1964621	1630890	0.8301	1299264	0.7967	801206	0.6167	313587	0.2414	184471	0.142	0.00669	0.78261	0.01878	0.78115	190315_21yr_6_H12_AD004	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD007	1835503	1534254	0.8359	1218377	0.7941	768377	0.6307	264442	0.217	185558	0.1523	0.00489	0.75771	0.00731	0.75652	190315_21yr_6_H12_AD007	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD008	1709283	1419453	0.8304	1132764	0.798	728218	0.6429	235096	0.2075	169450	0.1496	0.00618	0.73133	0.00808	0.72966	190315_21yr_6_H12_AD008	190315_21yr	MG
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD010	1645592	1381912	0.8398	1095727	0.7929	703972	0.6425	225049	0.2054	166706	0.1521	0.00495	0.70588	0.00622	0.70442	190315_21yr_6_H12_AD010	190315_21yr	MG
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD012	2057411	1723762	0.8378	1369692	0.7946	865758	0.6321	314772	0.2298	189162	0.1381	0.00829	0.76633	0.0129	0.76438	190315_21yr_6_H12_AD012	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD001	1724100	1434908	0.8323	1148959	0.8007	732845	0.6378	248388	0.2162	167726	0.146	0.00583	0.76079	0.00982	0.75939	190315_21yr_6_H2_AD001	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD002	2166448	1812877	0.8368	1445275	0.7972	942137	0.6519	306044	0.2118	197094	0.1364	0.00518	0.75523	0.00944	0.75396	190315_21yr_6_H2_AD002	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD004	1827001	1522731	0.8335	1206709	0.7925	770094	0.6382	294216	0.2438	142399	0.118	0.00991	0.7755	0.03777	0.77325	190315_21yr_6_H2_AD004	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD006	2273116	1893423	0.833	1504100	0.7944	970927	0.6455	322911	0.2147	210262	0.1398	0.01091	0.81657	0.04658	0.81455	190315_21yr_6_H2_AD006	190315_21yr	Vip
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD008	2045809	1702211	0.832	1357218	0.7973	881168	0.6492	276806	0.204	199244	0.1468	0.00572	0.74674	0.00841	0.74528	190315_21yr_6_H2_AD008	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD010	2149856	1796121	0.8355	1429015	0.7956	926212	0.6481	295057	0.2065	207746	0.1454	0.00528	0.76698	0.00837	0.76574	190315_21yr_6_H2_AD010	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H2_AD012	1151030	938236	0.8151	744586	0.7936	460833	0.6189	164824	0.2214	118929	0.1597	0.01338	0.8104	0.06105	0.80783	190315_21yr_6_H2_AD012	190315_21yr	Pvalb
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD001	2171116	1797094	0.8277	1354865	0.7539	839513	0.6196	312871	0.2309	202481	0.1494	0.0066	0.73994	0.01405	0.73821	190315_21yr_6_H3_AD001	190315_21yr	Endo
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD002	637495	531940	0.8344	397243	0.7468	244065	0.6144	91871	0.2313	61307	0.1543	0.00603	0.78132	0.01371	0.77999	190315_21yr_6_H3_AD002	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD004	2858387	2389394	0.8359	1788306	0.7484	1113213	0.6225	420542	0.2352	254551	0.1423	0.00547	0.76282	0.00874	0.76152	190315_21yr_6_H3_AD004	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD006	3001763	2498371	0.8323	1867499	0.7475	1175671	0.6295	433080	0.2319	258748	0.1386	0.00959	0.81007	0.03957	0.80823	190315_21yr_6_H3_AD006	190315_21yr	Sst
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD007	2683507	2237713	0.8339	1657506	0.7407	1035578	0.6248	393893	0.2376	228035	0.1376	0.01059	0.8103	0.04696	0.80827	190315_21yr_6_H3_AD007	190315_21yr	Pvalb
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD008	2313951	1935477	0.8364	1448808	0.7486	900671	0.6217	338746	0.2338	209391	0.1445	0.00631	0.76728	0.00941	0.7658	190315_21yr_6_H3_AD008	190315_21yr	OPC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD010	2474096	2064994	0.8346	1518735	0.7355	959218	0.6316	339482	0.2235	220035	0.1449	0.01512	0.82191	0.07164	0.81918	190315_21yr_6_H3_AD010	190315_21yr	Sst
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H3_AD012	2646990	2216255	0.8373	1639529	0.7398	1006755	0.6141	392761	0.2396	240013	0.1464	0.01223	0.803	0.04242	0.80056	190315_21yr_6_H3_AD012	190315_21yr	Ndnf
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD001	1932655	1608883	0.8325	1188400	0.7386	743389	0.6255	284301	0.2392	160710	0.1352	0.02037	0.82293	0.08604	0.81925	190315_21yr_6_H4_AD001	190315_21yr	Ndnf
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD002	2387817	1994445	0.8353	1476692	0.7404	895427	0.6064	354422	0.24	226843	0.1536	0.00637	0.76858	0.01866	0.7671	190315_21yr_6_H4_AD002	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD004	2684710	2234043	0.8321	1660596	0.7433	1066722	0.6424	331704	0.1997	262170	0.1579	0.00516	0.75056	0.00814	0.74927	190315_21yr_6_H4_AD004	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD006	3009319	2491102	0.8278	1855275	0.7448	1178970	0.6355	400611	0.2159	275694	0.1486	0.00557	0.75937	0.00941	0.75802	190315_21yr_6_H4_AD006	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD007	2545820	2129731	0.8366	1573081	0.7386	986167	0.6269	333951	0.2123	252963	0.1608	0.0058	0.76931	0.01725	0.76796	190315_21yr_6_H4_AD007	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD008	2349706	1959856	0.8341	1447183	0.7384	886245	0.6124	367444	0.2539	193494	0.1337	0.01012	0.7655	0.03952	0.7631	190315_21yr_6_H4_AD008	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD010	2617017	2192318	0.8377	1618279	0.7382	1032567	0.6381	358251	0.2214	227461	0.1406	0.00523	0.76516	0.00723	0.76393	190315_21yr_6_H4_AD010	190315_21yr	OPC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H4_AD012	2528301	2120180	0.8386	1551287	0.7317	973836	0.6278	356238	0.2296	221213	0.1426	0.01428	0.81517	0.06315	0.81249	190315_21yr_6_H4_AD012	190315_21yr	Vip
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD001	2299692	1917998	0.834	1421422	0.7411	860721	0.6055	336327	0.2366	224374	0.1579	0.00642	0.74478	0.01005	0.74313	190315_21yr_6_H5_AD001	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD006	2164217	1773804	0.8196	1304856	0.7356	788192	0.604	317237	0.2431	199427	0.1528	0.01159	0.8019	0.04392	0.79958	190315_21yr_6_H5_AD006	190315_21yr	Vip
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD007	2928932	2466634	0.8422	1805227	0.7319	1084238	0.6006	434886	0.2409	286103	0.1585	0.00533	0.7586	0.01118	0.75731	190315_21yr_6_H5_AD007	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD008	2108902	1745928	0.8279	1278825	0.7325	761806	0.5957	344091	0.2691	172928	0.1352	0.0109	0.75842	0.04503	0.75576	190315_21yr_6_H5_AD008	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD010	2278809	1907117	0.8369	1387280	0.7274	839448	0.6051	360278	0.2597	187554	0.1352	0.01047	0.76729	0.04444	0.76483	190315_21yr_6_H5_AD010	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H5_AD012	2472789	2071529	0.8377	1513313	0.7305	904806	0.5979	391562	0.2587	216945	0.1434	0.00677	0.79512	0.02097	0.79372	190315_21yr_6_H5_AD012	190315_21yr	Sst
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD001	1743517	1455981	0.8351	1116931	0.7671	643361	0.576	316184	0.2831	157386	0.1409	0.01659	0.75785	0.06543	0.75376	190315_21yr_6_H6_AD001	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD002	2200996	1833142	0.8329	1402567	0.7651	822862	0.5867	361069	0.2574	218636	0.1559	0.00678	0.75109	0.01949	0.74939	190315_21yr_6_H6_AD002	190315_21yr	OPC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD006	2324446	1942791	0.8358	1494706	0.7694	898667	0.6012	406618	0.272	189421	0.1267	0.00924	0.76524	0.03498	0.76305	190315_21yr_6_H6_AD006	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD007	2084788	1749681	0.8393	1339182	0.7654	833637	0.6225	317251	0.2369	188294	0.1406	0.00482	0.74007	0.00628	0.73881	190315_21yr_6_H6_AD007	190315_21yr	MG
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD012	1859778	1562756	0.8403	1192037	0.7628	722900	0.6064	309582	0.2597	159555	0.1339	0.00598	0.78314	0.01413	0.78184	190315_21yr_6_H6_AD012	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H7_AD001	1949468	1621566	0.8318	1234009	0.761	730315	0.5918	313718	0.2542	189976	0.154	0.01109	0.80975	0.04616	0.80762	190315_21yr_6_H7_AD001	190315_21yr	Pvalb
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H7_AD002	2381106	1993237	0.8371	1509249	0.7572	912580	0.6047	365164	0.242	231505	0.1534	0.01502	0.78494	0.03256	0.78166	190315_21yr_6_H7_AD002	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H7_AD004	2187777	1826040	0.8347	1382801	0.7573	812282	0.5874	387975	0.2806	182544	0.132	0.00879	0.75574	0.03754	0.75357	190315_21yr_6_H7_AD004	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H7_AD008	1687736	1394511	0.8263	1053706	0.7556	625383	0.5935	286778	0.2722	141545	0.1343	0.0118	0.77481	0.05217	0.77212	190315_21yr_6_H7_AD008	190315_21yr	L4
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H7_AD010	2309518	1932910	0.8369	1461946	0.7563	887849	0.6073	350435	0.2397	223662	0.153	0.00614	0.76828	0.01768	0.76685	190315_21yr_6_H7_AD010	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD002	2035943	1704858	0.8374	1329911	0.7801	784757	0.5901	340193	0.2558	204961	0.1541	0.00513	0.75074	0.00911	0.74945	190315_21yr_6_H8_AD002	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD004	1675578	1414591	0.8442	1089203	0.77	698219	0.641	254108	0.2333	136876	0.1257	0.00703	0.80332	0.02593	0.80193	190315_21yr_6_H8_AD004	190315_21yr	Ndnf
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD006	2003467	1672053	0.8346	1302338	0.7789	803822	0.6172	301764	0.2317	196752	0.1511	0.00504	0.74018	0.00627	0.73886	190315_21yr_6_H8_AD006	190315_21yr	MG
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD007	403482	335028	0.8303	255815	0.7636	151886	0.5937	64759	0.2531	39170	0.1531	0.01736	0.81952	0.07602	0.81633	190315_21yr_6_H8_AD007	190315_21yr	Sst
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD010	1853106	1548310	0.8355	1181669	0.7632	692054	0.5857	345550	0.2924	144065	0.1219	0.01094	0.75271	0.04742	0.74997	190315_21yr_6_H8_AD010	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD012	1846521	1548494	0.8386	1193237	0.7706	708918	0.5941	297565	0.2494	186754	0.1565	0.00621	0.77755	0.01817	0.77616	190315_21yr_6_H8_AD012	190315_21yr	Astro
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD001	1362434	1113212	0.8171	860074	0.7726	546558	0.6355	169133	0.1966	144383	0.1679	0.00708	0.76606	0.00928	0.76439	190315_21yr_6_H9_AD001	190315_21yr	MP
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD004	2174586	1813211	0.8338	1383355	0.7629	848771	0.6136	349425	0.2526	185159	0.1338	0.00903	0.78852	0.039	0.78659	190315_21yr_6_H9_AD004	190315_21yr	L23
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD006	2487246	2069955	0.8322	1590499	0.7684	971782	0.611	377421	0.2373	241296	0.1517	0.00628	0.77199	0.01739	0.77055	190315_21yr_6_H9_AD006	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD007	2479642	2078993	0.8384	1588524	0.7641	995251	0.6265	360123	0.2267	233150	0.1468	0.00506	0.7561	0.00945	0.75486	190315_21yr_6_H9_AD007	190315_21yr	ODC
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD010	1954911	1636851	0.8373	1246976	0.7618	760841	0.6101	328309	0.2633	157826	0.1266	0.0112	0.77646	0.04961	0.77393	190315_21yr_6_H9_AD010	190315_21yr	L4
190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H9_AD012	2044533	1713508	0.8381	1304443	0.7613	781831	0.5994	355975	0.2729	166637	0.1277	0.00917	0.76871	0.03824	0.76657	190315_21yr_6_H9_AD012	190315_21yr	L23
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD001	3016949	2520679	0.8355	1749280	0.694	1173840	0.671	330681	0.189	244759	0.1399	0.00626	0.75556	0.00937	0.75402	190315_29yr_4_A1_AD001	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD002	4233719	3568911	0.843	2446733	0.6856	1723044	0.7042	404423	0.1653	319266	0.1305	0.00506	0.74811	0.00823	0.74683	190315_29yr_4_A1_AD002	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD004	2768019	2282373	0.8246	1572962	0.6892	1059612	0.6736	288421	0.1834	224929	0.143	0.00633	0.75957	0.01031	0.75804	190315_29yr_4_A1_AD004	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD008	2733316	2268519	0.83	1544032	0.6806	1027002	0.6651	327978	0.2124	189052	0.1224	0.02245	0.78997	0.07615	0.78515	190315_29yr_4_A1_AD008	190315_29yr	L5
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD010	3417826	2880425	0.8428	1984796	0.6891	1369200	0.6898	335192	0.1689	280404	0.1413	0.00494	0.71852	0.00624	0.71712	190315_29yr_4_A1_AD010	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD012	3286752	2762564	0.8405	1901618	0.6884	1335012	0.702	309567	0.1628	257039	0.1352	0.00526	0.75066	0.00669	0.74934	190315_29yr_4_A1_AD012	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A10_AD002	751365	619406	0.8244	403266	0.6511	259275	0.6429	90753	0.225	53238	0.132	0.01342	0.81854	0.0587	0.81607	190315_29yr_4_A10_AD002	190315_29yr	Sst
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A10_AD004	3979576	3326863	0.836	2199710	0.6612	1438236	0.6538	457913	0.2082	303561	0.138	0.00606	0.75302	0.01025	0.75151	190315_29yr_4_A10_AD004	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A10_AD006	4821802	4023560	0.8345	2681161	0.6664	1736314	0.6476	561843	0.2096	383004	0.1429	0.00551	0.7533	0.00854	0.75193	190315_29yr_4_A10_AD006	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A10_AD007	1000531	836828	0.8364	555482	0.6638	357870	0.6443	120495	0.2169	77117	0.1388	0.00728	0.75678	0.01024	0.755	190315_29yr_4_A10_AD007	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A10_AD010	3956275	3312593	0.8373	2182068	0.6587	1401853	0.6424	472124	0.2164	308091	0.1412	0.00789	0.7581	0.01233	0.75618	190315_29yr_4_A10_AD010	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A11_AD001	926331	763552	0.8243	675326	0.8845	458762	0.6793	136024	0.2014	80540	0.1193	0.00625	0.76436	0.01135	0.76288	190315_29yr_4_A11_AD001	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A11_AD002	1055926	877598	0.8311	770091	0.8775	540260	0.7016	142086	0.1845	87745	0.1139	0.00571	0.76205	0.00881	0.76068	190315_29yr_4_A11_AD002	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A11_AD004	1100422	907178	0.8244	799459	0.8813	546534	0.6836	165330	0.2068	87595	0.1096	0.00569	0.75998	0.00843	0.75861	190315_29yr_4_A11_AD004	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A11_AD008	992622	828144	0.8343	731473	0.8833	524316	0.7168	123622	0.169	83535	0.1142	0.00665	0.7454	0.00969	0.7437	190315_29yr_4_A11_AD008	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A11_AD012	1110826	933573	0.8404	821707	0.8802	580027	0.7059	153852	0.1872	87828	0.1069	0.00595	0.77927	0.00808	0.77795	190315_29yr_4_A11_AD012	190315_29yr	OPC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD001	2658996	2150040	0.8086	1583469	0.7365	1048953	0.6624	274688	0.1735	259828	0.1641	0.00822	0.77791	0.01957	0.77607	190315_29yr_4_A12_AD001	190315_29yr	Astro
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD002	3313167	2753367	0.831	2007877	0.7292	1366905	0.6808	363571	0.1811	277401	0.1382	0.0051	0.69108	0.00639	0.6895	190315_29yr_4_A12_AD002	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD004	3568383	2978254	0.8346	2172485	0.7294	1543955	0.7107	376448	0.1733	252082	0.116	0.00571	0.76228	0.00887	0.76091	190315_29yr_4_A12_AD004	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD006	4283709	3454355	0.8064	2532610	0.7332	1799252	0.7104	415639	0.1641	317719	0.1255	0.00634	0.7724	0.00963	0.77095	190315_29yr_4_A12_AD006	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD007	3688277	3085810	0.8367	2250861	0.7294	1586053	0.7046	399220	0.1774	265588	0.118	0.00524	0.75347	0.00846	0.75217	190315_29yr_4_A12_AD007	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD008	3234708	2704427	0.8361	1982182	0.7329	1439735	0.7263	312668	0.1577	229779	0.1159	0.00844	0.77132	0.01242	0.76937	190315_29yr_4_A12_AD008	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD010	3508703	2945136	0.8394	2141170	0.727	1451849	0.6781	411725	0.1923	277596	0.1296	0.00673	0.77328	0.01861	0.77174	190315_29yr_4_A12_AD010	190315_29yr	Astro
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD012	3939435	3293891	0.8361	2405209	0.7302	1742785	0.7246	371698	0.1545	290726	0.1209	0.00497	0.76615	0.00612	0.76498	190315_29yr_4_A12_AD012	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A2_AD001	3055351	2515536	0.8233	1857012	0.7382	1322324	0.7121	276231	0.1488	258457	0.1392	0.0072	0.74528	0.00885	0.74343	190315_29yr_4_A2_AD001	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A2_AD004	3300949	2752081	0.8337	2000760	0.727	1343485	0.6715	411696	0.2058	245579	0.1227	0.0145	0.79129	0.05543	0.78822	190315_29yr_4_A2_AD004	190315_29yr	L4
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A2_AD007	3163836	2637696	0.8337	1921562	0.7285	1286030	0.6693	403235	0.2098	232297	0.1209	0.00899	0.76565	0.0347	0.76352	190315_29yr_4_A2_AD007	190315_29yr	L23
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD001	1248944	1048723	0.8397	759197	0.7239	534845	0.7045	123644	0.1629	100708	0.1327	0.00633	0.77668	0.01263	0.77526	190315_29yr_4_A3_AD001	190315_29yr	Endo
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD002	3599817	3014065	0.8373	2150260	0.7134	1421611	0.6611	440074	0.2047	288575	0.1342	0.00523	0.75089	0.00823	0.74958	190315_29yr_4_A3_AD002	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD004	3350156	2802385	0.8365	2012271	0.7181	1330296	0.6611	397791	0.1977	284184	0.1412	0.00572	0.76254	0.0088	0.76117	190315_29yr_4_A3_AD004	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD006	3719264	3092380	0.8314	2206514	0.7135	1482990	0.6721	466584	0.2115	256940	0.1164	0.01425	0.79012	0.06392	0.78709	190315_29yr_4_A3_AD006	190315_29yr	L5
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD007	3032368	2543425	0.8388	1822282	0.7165	1334389	0.7323	223873	0.1229	264020	0.1449	0.00433	0.75741	0.00565	0.75636	190315_29yr_4_A3_AD007	190315_29yr	MG
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD008	2818930	2362568	0.8381	1697534	0.7185	1174305	0.6918	302926	0.1785	220303	0.1298	0.00711	0.77065	0.01678	0.76901	190315_29yr_4_A3_AD008	190315_29yr	Astro
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD010	2929123	2452047	0.8371	1748744	0.7132	1188042	0.6794	357978	0.2047	202724	0.1159	0.01257	0.75665	0.03913	0.75355	190315_29yr_4_A3_AD010	190315_29yr	L23
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A4_AD001	1022760	846262	0.8274	623997	0.7374	411845	0.66	121865	0.1953	90287	0.1447	0.00677	0.75939	0.00823	0.75775	190315_29yr_4_A4_AD001	190315_29yr	OPC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A4_AD008	2536790	2108028	0.831	1537429	0.7293	1011067	0.6576	308843	0.2009	217519	0.1415	0.00774	0.77871	0.01892	0.77698	190315_29yr_4_A4_AD008	190315_29yr	Astro
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A4_AD010	2937622	2410410	0.8205	1752914	0.7272	1158900	0.6611	356755	0.2035	237259	0.1354	0.00532	0.74686	0.00811	0.74551	190315_29yr_4_A4_AD010	190315_29yr	ODC
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A4_AD012	2874372	2406436	0.8372	1733669	0.7204	1160748	0.6695	361588	0.2086	211333	0.1219	0.00966	0.80631	0.03596	0.80442	190315_29yr_4_A4_AD012	190315_29yr	Ndnf
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A5_AD002	2881733	2412213	0.8371	1620056	0.6716	998646	0.6164	404469	0.2497	216941	0.1339	0.00914	0.75791	0.03593	0.75568	190315_29yr_4_A5_AD002	190315_29yr	L23
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A5_AD004	4554499	3649116	0.8012	2433141	0.6668	1528129	0.628	544756	0.2239	360256	0.1481	0.01077	0.81394	0.04683	0.81191	190315_29yr_4_A5_AD004	190315_29yr	Pvalb
