Sample Unnamed: 0_level_1	Sequenced_Read-pair Unnamed: 1_level_1	Mapped_Read-pair Count	Mapped_Read-pair Percentage	Nonclonal_Read-pair Count	Nonclonal_Read-pair Percentage	cis<1kb Count	cis<1kb Percentage	cis>1kb Count	cis>1kb Percentage	trans Count	trans Percentage	mCCC/CCC Unnamed: 12_level_1	mCG/CG Unnamed: 13_level_1	mCH/CH Unnamed: 14_level_1	Estimated mCG/CG Unnamed: 15_level_1	id	batch	cell_type
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C2_AD012	1254673	1008271	0.8036125747505526	802709	0.7961242562763384	479962	0.5979	238862	0.2976	83885	0.1045	0.00957	0.76299	0.04512	0.7607	190305_21yr_2_C2_AD012	190305_21yr	L5
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD001	1251826	1015414	0.811146277517802	812677	0.8003405507507283	516466	0.6355	193744	0.2384	102467	0.1261	0.00401	0.69449	0.00457	0.69326	190305_21yr_2_C3_AD001	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD002	1250580	1003548	0.802466055750132	799930	0.7971018825208162	478975	0.5988	233333	0.2917	87622	0.1095	0.00699	0.73752	0.03067	0.73567	190305_21yr_2_C3_AD002	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD004	1753197	1434766	0.818371238371957	1143197	0.7967828900322422	735660	0.6435	264880	0.2317	142657	0.1248	0.00379	0.69837	0.00424	0.69722	190305_21yr_2_C3_AD004	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD006	1676985	1351660	0.8060060167502989	1081749	0.8003114688605123	695149	0.6426	255247	0.236	131353	0.1214	0.0048	0.70669	0.00617	0.70528	190305_21yr_2_C3_AD006	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD007	1636256	1344675	0.821799889503843	1066620	0.7932176920073624	667022	0.6254	254152	0.2383	145446	0.1364	0.00375	0.75119	0.00495	0.75025	190305_21yr_2_C3_AD007	190305_21yr	OPC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD008	1342572	1049059	0.7813800675122079	834146	0.7951373564308585	515508	0.618	221958	0.2661	96680	0.1159	0.00732	0.73592	0.03129	0.73397	190305_21yr_2_C3_AD008	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD010	1754311	1357234	0.7736564383396103	1070894	0.7890268000948989	635525	0.5935	311069	0.2905	124300	0.1161	0.00845	0.74492	0.03971	0.74275	190305_21yr_2_C3_AD010	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C3_AD012	1697348	1391211	0.8196380471182103	1106469	0.7953279552849999	703504	0.6358	253226	0.2289	149739	0.1353	0.00388	0.7093	0.00448	0.70817	190305_21yr_2_C3_AD012	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C4_AD001	2075860	1663078	0.8011513300511596	1197331	0.7199487937426867	768631	0.642	278826	0.2329	149874	0.1252	0.00508	0.75394	0.01198	0.75268	190305_21yr_2_C4_AD001	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C4_AD007	2650200	2167703	0.8179394007999397	1545732	0.7130737005945925	967342	0.6258	354722	0.2295	223668	0.1447	0.00358	0.73497	0.00405	0.73402	190305_21yr_2_C4_AD007	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C4_AD008	2365784	1825173	0.7714875914284651	1299491	0.7119823709862024	804044	0.6187	333489	0.2566	161958	0.1246	0.01521	0.80104	0.07284	0.79797	190305_21yr_2_C4_AD008	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C4_AD010	2492255	1924318	0.7721192253601658	1359446	0.7064560015548366	828929	0.6098	363303	0.2672	167214	0.123	0.02205	0.79997	0.07426	0.79546	190305_21yr_2_C4_AD010	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C4_AD012	2993428	2439966	0.8151076291128432	1732130	0.7098992363008337	1071606	0.6187	439470	0.2537	221054	0.1276	0.00408	0.7491	0.0071	0.74807	190305_21yr_2_C4_AD012	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD001	457896	363331	0.793479305344445	287674	0.791768387503406	178064	0.619	69643	0.2421	39967	0.1389	0.00557	0.74461	0.01056	0.74318	190305_21yr_2_C5_AD001	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD002	1980256	1482577	0.7486794636653039	1167540	0.7875071581442313	703506	0.6026	300403	0.2573	163631	0.1402	0.005	0.73987	0.00841	0.73856	190305_21yr_2_C5_AD002	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD004	1737557	1402867	0.8073789809485387	1103757	0.7867866305216389	670544	0.6075	286067	0.2592	147146	0.1333	0.00418	0.7539	0.00785	0.75287	190305_21yr_2_C5_AD004	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD006	2258349	1807396	0.8003174000121328	1426442	0.7892249401901963	893675	0.6265	341562	0.2395	191205	0.134	0.00414	0.75317	0.00705	0.75214	190305_21yr_2_C5_AD006	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD007	1717338	1403714	0.8173778254484557	1095921	0.7807295503215043	652571	0.5955	329732	0.3009	113618	0.1037	0.00761	0.72909	0.03555	0.72701	190305_21yr_2_C5_AD007	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD008	1571123	1214438	0.7729744902213258	958553	0.7892976010302708	605607	0.6318	227729	0.2376	125217	0.1306	0.00401	0.71263	0.00468	0.71147	190305_21yr_2_C5_AD008	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD010	1925712	1512520	0.7854341666874382	1187266	0.7849588765768386	747499	0.6296	289592	0.2439	150175	0.1265	0.00364	0.71913	0.00464	0.7181	190305_21yr_2_C5_AD010	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C5_AD012	1792205	1450790	0.8095000292935239	1140211	0.785924220597054	692689	0.6075	301871	0.2648	145651	0.1277	0.00398	0.74605	0.00656	0.74504	190305_21yr_2_C5_AD012	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD001	1083086	880417	0.8128782017309798	721534	0.8195366513822427	455585	0.6314	177282	0.2457	88667	0.1229	0.00417	0.70569	0.00469	0.70446	190305_21yr_2_C6_AD001	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD004	1346260	1088341	0.8084181361698335	882795	0.8111382370047623	520810	0.59	263651	0.2987	98334	0.1114	0.01039	0.77573	0.04967	0.77338	190305_21yr_2_C6_AD004	190305_21yr	L4
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD006	1080427	851245	0.7878783110751583	696019	0.8176482681249229	438572	0.6301	161143	0.2315	96304	0.1384	0.00477	0.7334	0.00751	0.73212	190305_21yr_2_C6_AD006	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD007	1132831	913411	0.8063082666346525	739333	0.8094198559027644	445369	0.6024	193025	0.2611	100939	0.1365	0.01015	0.79597	0.04829	0.79388	190305_21yr_2_C6_AD007	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD008	1089989	853148	0.7827124860893092	696715	0.8166402546803134	434361	0.6234	166819	0.2394	95535	0.1371	0.0043	0.72135	0.00479	0.72015	190305_21yr_2_C6_AD008	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD010	1270987	987959	0.7773163690895344	798776	0.8085112843751613	474774	0.5944	208672	0.2612	115330	0.1444	0.01098	0.7998	0.05317	0.79758	190305_21yr_2_C6_AD010	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C6_AD012	1286731	1045718	0.8126935622130811	848017	0.8109423381829518	503738	0.594	247385	0.2917	96894	0.1143	0.00802	0.77336	0.03624	0.77153	190305_21yr_2_C6_AD012	190305_21yr	L6
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD001	2442472	1950385	0.7985291131280113	1447952	0.7423929121686231	885453	0.6115	372550	0.2573	189949	0.1312	0.00583	0.75492	0.00742	0.75348	190305_21yr_2_C7_AD001	190305_21yr	OPC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD002	2401503	1943380	0.8092348833209869	1435560	0.7386923813150285	882949	0.6151	354235	0.2468	198376	0.1382	0.00486	0.75125	0.00749	0.75004	190305_21yr_2_C7_AD002	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD004	2306666	1836345	0.7961035537871543	1344143	0.7319664877787126	821874	0.6114	338811	0.2521	183458	0.1365	0.0124	0.80536	0.06247	0.80292	190305_21yr_2_C7_AD004	190305_21yr	Pvalb
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD006	2932786	2327388	0.7935758013029249	1727780	0.7423686983004123	1118446	0.6473	376100	0.2177	233234	0.135	0.00412	0.73326	0.00564	0.73216	190305_21yr_2_C7_AD006	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD007	2455993	2015832	0.820780840987739	1483547	0.7359477377083011	965093	0.6505	321050	0.2164	197404	0.1331	0.00372	0.72411	0.00438	0.72308	190305_21yr_2_C7_AD007	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD008	2007065	1544732	0.7696472211911423	1147349	0.7427495513784915	738994	0.6441	251404	0.2191	156951	0.1368	0.0042	0.70664	0.00481	0.7054	190305_21yr_2_C7_AD008	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C7_AD012	2332500	1871988	0.8025672025723473	1365776	0.7295858734137185	833218	0.6101	369540	0.2706	163018	0.1194	0.01257	0.80882	0.06214	0.80639	190305_21yr_2_C7_AD012	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD001	2374295	1908383	0.8037682764778598	1293515	0.6778068134121924	769427	0.5948	382023	0.2953	142065	0.1098	0.01643	0.74102	0.05701	0.73669	190305_21yr_2_C8_AD001	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD002	2882064	2328776	0.8080236941303177	1579535	0.6782683263654383	964744	0.6108	399722	0.2531	215069	0.1362	0.00818	0.76324	0.01905	0.76129	190305_21yr_2_C8_AD002	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD006	3289644	2531971	0.7696793330828503	1720006	0.6793150474472259	1017557	0.5916	519601	0.3021	182848	0.1063	0.01131	0.73907	0.05	0.73609	190305_21yr_2_C8_AD006	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD007	3078109	2516121	0.817424269251024	1698100	0.6748880518862169	1052240	0.6197	401601	0.2365	244259	0.1438	0.00412	0.75047	0.00831	0.74944	190305_21yr_2_C8_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD008	2878868	2236385	0.776827905968596	1512502	0.6763155717821395	895870	0.5923	431338	0.2852	185294	0.1225	0.0085	0.7346	0.034	0.73232	190305_21yr_2_C8_AD008	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C8_AD012	3173312	2570984	0.8101894802654136	1740983	0.6771660189250497	1066959	0.6128	409278	0.2351	264746	0.1521	0.00386	0.72435	0.00458	0.72328	190305_21yr_2_C8_AD012	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD001	2604272	2055153	0.7891468325889155	1347382	0.6556115286793732	806990	0.5989	332819	0.247	207573	0.1541	0.00739	0.78241	0.02799	0.78079	190305_21yr_2_C9_AD001	190305_21yr	Ndnf
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD002	3371725	2719325	0.806508537914569	1782205	0.6553850679856215	1117102	0.6268	382360	0.2145	282743	0.1586	0.00377	0.64289	0.00406	0.64154	190305_21yr_2_C9_AD002	190305_21yr	MP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD004	3845853	3112932	0.8094256332730346	2030758	0.6523618248005417	1266584	0.6237	497497	0.245	266677	0.1313	0.01021	0.7474	0.01543	0.74479	190305_21yr_2_C9_AD004	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD006	3668775	2909921	0.7931587518994759	1914183	0.6578127035063839	1216040	0.6353	431961	0.2257	266182	0.1391	0.01868	0.78089	0.03447	0.77672	190305_21yr_2_C9_AD006	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD007	3554669	2903097	0.8166996702083935	1879874	0.6475408847861439	1155417	0.6146	464898	0.2473	259559	0.1381	0.00431	0.74033	0.00827	0.73921	190305_21yr_2_C9_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD008	3141325	2419155	0.7701065633132516	1564774	0.6468266812172019	924952	0.5911	465090	0.2972	174732	0.1117	0.00998	0.73087	0.04387	0.72816	190305_21yr_2_C9_AD008	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD010	3376241	2622051	0.7766184345252605	1684921	0.6425965780223192	1019724	0.6052	421482	0.2501	243715	0.1446	0.00916	0.78436	0.043	0.78237	190305_21yr_2_C9_AD010	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_C9_AD012	3749846	3044764	0.8119704115849025	1978260	0.6497252332200459	1242129	0.6279	464213	0.2347	271918	0.1375	0.00389	0.7389	0.00422	0.73788	190305_21yr_2_C9_AD012	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD001	1446779	1153557	0.7973277190227395	889455	0.771054226189083	549262	0.6175	213933	0.2405	126260	0.142	0.01053	0.79514	0.04552	0.79296	190305_21yr_2_D1_AD001	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD004	1502807	1208075	0.8038790077501635	930295	0.7700639447054198	583007	0.6267	227517	0.2446	119771	0.1287	0.00565	0.71945	0.00962	0.71786	190305_21yr_2_D1_AD004	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD006	2225269	1761744	0.7916993406190442	1358504	0.7711131696773198	832126	0.6125	373945	0.2753	152433	0.1122	0.01246	0.76727	0.04553	0.76433	190305_21yr_2_D1_AD006	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD007	2052101	1678977	0.8181746415015635	1291836	0.769418520920775	804026	0.6224	311453	0.2411	176357	0.1365	0.00404	0.74283	0.00648	0.74179	190305_21yr_2_D1_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD008	1753397	1347431	0.7684688635830904	1031328	0.7654032006091592	645083	0.6255	236817	0.2296	149428	0.1449	0.01603	0.80752	0.07391	0.80438	190305_21yr_2_D1_AD008	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD010	1871614	1339960	0.7159382223043854	1030013	0.7686893638616078	639161	0.6205	242314	0.2353	148538	0.1442	0.00545	0.76307	0.0163	0.76177	190305_21yr_2_D1_AD010	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D1_AD012	2060411	1665814	0.8084862680309899	1266824	0.7604834633398446	773168	0.6103	340969	0.2692	152687	0.1205	0.02341	0.80349	0.07404	0.79878	190305_21yr_2_D1_AD012	190305_21yr	Pvalb
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD001	1811399	1434751	0.7920678989002423	1078775	0.7518900492141145	665964	0.6173	283122	0.2624	129689	0.1202	0.01362	0.79735	0.06535	0.79455	190305_21yr_2_D10_AD001	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD002	2223976	1772008	0.7967747853394102	1329568	0.7503171543243597	798878	0.6009	325446	0.2448	205244	0.1544	0.00485	0.75729	0.0129	0.75611	190305_21yr_2_D10_AD002	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD004	2215230	1768955	0.7985423635469003	1322232	0.7474650287881829	808103	0.6112	321838	0.2434	192291	0.1454	0.01386	0.81311	0.06209	0.81048	190305_21yr_2_D10_AD004	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD006	2258651	1768915	0.7831732303928318	1332327	0.7531888191348934	817611	0.6137	347375	0.2607	167341	0.1256	0.01419	0.80347	0.06432	0.80064	190305_21yr_2_D10_AD006	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD010	2172002	1695903	0.7808017672175256	1280257	0.7549116901143521	793911	0.6201	319550	0.2496	166796	0.1303	0.00432	0.74917	0.00561	0.74808	190305_21yr_2_D10_AD010	190305_21yr	OPC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D10_AD012	1975679	1604645	0.812199248967064	1196764	0.7458123136270016	729732	0.6098	327374	0.2735	139658	0.1167	0.02644	0.79925	0.06847	0.7938	190305_21yr_2_D10_AD012	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD001	1648959	1284343	0.7788811001365104	1015047	0.7903239243722276	629178	0.6199	248290	0.2446	137579	0.1355	0.01971	0.79444	0.04834	0.79031	190305_21yr_2_D11_AD001	190305_21yr	Ndnf
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD002	2000021	1568443	0.7842132657607095	1236575	0.7884092695749861	781536	0.632	311781	0.2521	143258	0.1159	0.00535	0.76001	0.01506	0.75872	190305_21yr_2_D11_AD002	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD004	1982613	1559453	0.7865644984674266	1232003	0.7900225271297051	773125	0.6275	282162	0.229	176716	0.1434	0.00694	0.76279	0.01708	0.76113	190305_21yr_2_D11_AD004	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD006	2213185	1704390	0.7701073340005468	1352592	0.7935930156830303	865421	0.6398	309520	0.2288	177651	0.1313	0.0129	0.76607	0.02456	0.76301	190305_21yr_2_D11_AD006	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD008	1757086	1293766	0.7363134189220106	1025660	0.7927708720124041	654315	0.6379	232757	0.2269	138588	0.1351	0.00614	0.74596	0.01682	0.74439	190305_21yr_2_D11_AD008	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD010	1838650	1412670	0.7683191472003916	1118320	0.7916356969426689	699543	0.6255	276896	0.2476	141881	0.1269	0.01018	0.7542	0.01343	0.75167	190305_21yr_2_D11_AD010	190305_21yr	OPC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D11_AD012	2124748	1680641	0.790983683712139	1326470	0.789264334262939	834076	0.6288	296543	0.2236	195851	0.1476	0.00526	0.69585	0.00604	0.69424	190305_21yr_2_D11_AD012	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD001	1529594	1224966	0.8008438840633527	957534	0.7816821038298206	596520	0.623	240842	0.2515	120172	0.1255	0.00486	0.75752	0.01182	0.75634	190305_21yr_2_D12_AD001	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD002	1726258	1385328	0.8025034496581623	1079710	0.7793894297956874	666808	0.6176	275281	0.255	137621	0.1275	0.0061	0.76288	0.00842	0.76142	190305_21yr_2_D12_AD002	190305_21yr	OPC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD004	2058050	1661727	0.8074279050557567	1294935	0.7792706022108324	810785	0.6261	324396	0.2505	159754	0.1234	0.00603	0.7568	0.0133	0.75532	190305_21yr_2_D12_AD004	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD006	1921474	1522912	0.7925748670031445	1193561	0.7837360267697674	731117	0.6126	290328	0.2432	172116	0.1442	0.00869	0.76518	0.02154	0.76312	190305_21yr_2_D12_AD006	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD007	1934633	1582174	0.8178160922510884	1223717	0.77344021580433	746597	0.6101	303223	0.2478	173897	0.1421	0.00669	0.75131	0.01007	0.74964	190305_21yr_2_D12_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD008	1501925	1151323	0.7665649083675949	895018	0.7773821942235151	567583	0.6342	208063	0.2325	119372	0.1334	0.00632	0.7524	0.00713	0.75083	190305_21yr_2_D12_AD008	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD010	1859938	1438224	0.773264485160258	1111813	0.7730457842450132	712370	0.6407	257450	0.2316	141993	0.1277	0.00659	0.7572	0.01272	0.75559	190305_21yr_2_D12_AD010	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D12_AD012	1818103	1478424	0.8131684508523445	1138870	0.7703270509677873	713993	0.6269	279989	0.2458	144888	0.1272	0.00478	0.72396	0.00606	0.72263	190305_21yr_2_D12_AD012	190305_21yr	Endo
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD001	1270013	980828	0.7722976064024542	759427	0.774271329937563	460573	0.6065	212609	0.28	86245	0.1136	0.00839	0.74727	0.03221	0.74513	190305_21yr_2_D2_AD001	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD002	2099643	1657275	0.7893127545968529	1281786	0.7734298773589176	805918	0.6287	279265	0.2179	196603	0.1534	0.00407	0.763	0.00532	0.76203	190305_21yr_2_D2_AD002	190305_21yr	MP
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD006	2066137	1631318	0.7895497733209366	1260589	0.7727426534863221	775164	0.6149	352240	0.2794	133185	0.1057	0.01019	0.76556	0.04063	0.76315	190305_21yr_2_D2_AD006	190305_21yr	L23
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD007	1857613	1516049	0.8161274711148124	1167349	0.7699942416109242	717444	0.6146	278320	0.2384	171585	0.147	0.00453	0.74991	0.00701	0.74877	190305_21yr_2_D2_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD008	1819622	1406685	0.7730644056842575	1088747	0.7739806708680337	689729	0.6335	253712	0.233	145306	0.1335	0.00573	0.7538	0.01699	0.75238	190305_21yr_2_D2_AD008	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D2_AD012	2043116	1644769	0.8050296703662445	1256413	0.7638841685367368	770015	0.6129	314326	0.2502	172072	0.137	0.01301	0.80697	0.06253	0.80443	190305_21yr_2_D2_AD012	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD001	2585382	2102046	0.8130504505717143	1536090	0.7307594600689042	978519	0.637	349472	0.2275	208099	0.1355	0.01996	0.76665	0.0327	0.7619	190305_21yr_2_D3_AD001	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD002	2568455	2073055	0.8071214017765543	1506596	0.7267515816029966	944222	0.6267	353155	0.2344	209219	0.1389	0.00535	0.77029	0.0153	0.76905	190305_21yr_2_D3_AD002	190305_21yr	Astro
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD004	2090209	1658900	0.7936526921470533	1203919	0.7257333172584243	735642	0.611	297912	0.2475	170365	0.1415	0.00912	0.79186	0.03947	0.78994	190305_21yr_2_D3_AD004	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD006	3175700	2555178	0.8046030796359858	1868755	0.73136000701321	1205541	0.6451	427316	0.2287	235898	0.1262	0.00398	0.7363	0.00456	0.73525	190305_21yr_2_D3_AD006	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD007	3000058	2469561	0.8231710853590164	1788940	0.7243959553945013	1154499	0.6454	403395	0.2255	231046	0.1292	0.00394	0.73946	0.00712	0.73843	190305_21yr_2_D3_AD007	190305_21yr	ODC
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD008	2421395	1911203	0.7892983177052897	1394212	0.7294944597721958	913549	0.6552	295842	0.2122	184821	0.1326	0.00406	0.71718	0.00453	0.71603	190305_21yr_2_D3_AD008	190305_21yr	MG
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D3_AD010	2134134	1615676	0.7570639894214702	1165148	0.7211520131511516	737229	0.6327	262753	0.2255	165166	0.1418	0.01109	0.79446	0.05444	0.79215	190305_21yr_2_D3_AD010	190305_21yr	Sst
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D4_AD002	2615013	2111028	0.807272468626351	1488835	0.705265396764041	885390	0.5947	425697	0.2859	177748	0.1194	0.01119	0.77728	0.05281	0.77476	190305_21yr_2_D4_AD002	190305_21yr	L4
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D4_AD004	2415818	1939873	0.8029880562194669	1371461	0.7069849417977362	831036	0.6059	351448	0.2563	188977	0.1378	0.01311	0.8084	0.06162	0.80585	190305_21yr_2_D4_AD004	190305_21yr	Vip
190305_snm3Cseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_D4_AD006	2929005	2340545	0.7990921831816606	1676187	0.7161524345825439	1031885	0.6156	395747	0.2361	248555	0.1483	0.00421	0.74887	0.00667	0.74781	190305_21yr_2_D4_AD006	190305_21yr	ODC
